"id_D";"montant";"id_paiement"
"20210040";"50";"1"
"20210040";"399.46";"2"
"20210040";"1017.93";"3"
"20210040";"50";"4"
"20210041";"209.31";"1"
"20210041";"440.87";"2"
"20210041";"558.62";"3"
"20210041";"190";"4"
"20210042";"150";"1"
"20210042";"109.59";"2"
"20210042";"499.31";"3"
"20210042";"190";"4"
"20210043";"120";"1"
"20210043";"267.7";"2"
"20210043";"300";"3"
"20210043";"0";"4"
"20210044";"100";"1"
"20210044";"333.79";"2"
"20210044";"1040";"3"
"20210044";"150";"4"
"20210045";"160";"1"
"20210045";"302";"2"
"20210045";"788.62";"3"
"20210045";"70";"4"
"20210046";"180";"1"
"20210046";"226.28";"2"
"20210046";"578.62";"3"
"20210046";"90";"4"
"20210047";"310";"1"
"20210047";"253.48";"2"
"20210047";"289.31";"3"
"20210047";"19.31";"4"
"20210048";"200";"1"
"20210048";"119.21";"2"
"20210048";"480";"3"
"20210048";"0";"4"
"20210049";"107.93";"1"
"20210049";"591.87";"2"
"20210049";"740";"3"
"20210049";"0";"4"
"20210050";"159.31";"1"
"20210050";"253.48";"2"
"20210050";"1069.31";"3"
"20210050";"50";"4"
"20210051";"69.31";"1"
"20210051";"726.14";"2"
"20210051";"766.52";"3"
"20210051";"138.62";"4"
"20210052";"0";"1"
"20210052";"0";"2"
"20210052";"151";"3"
"20210052";"650";"4"
"20210053";"100";"1"
"20210053";"158.11";"2"
"20210053";"340";"3"
"20210053";"100";"4"
"20210054";"150";"1"
"20210054";"260.59";"2"
"20210054";"999.31";"3"
"20210054";"190";"4"
"20210055";"50";"1"
"20210055";"329.48";"2"
"20210055";"638.62";"3"
"20210055";"69.31";"4"
"20210056";"200";"1"
"20210056";"124.23";"2"
"20210056";"550";"3"
"20210056";"50";"4"
"20210057";"119.31";"1"
"20210057";"112.1";"2"
"20210057";"520";"3"
"20210057";"100";"4"
"20210058";"0";"1"
"20210058";"0";"2"
"20210058";"119.21";"3"
"20210058";"340";"4"
"20210059";"50";"1"
"20210059";"514.07";"2"
"20210059";"1188.62";"3"
"20210059";"69.31";"4"
"20210060";"140";"1"
"20210060";"544.54";"2"
"20210060";"637.93";"3"
"20210060";"0";"4"
"20210061";"200";"1"
"20210061";"189.9";"2"
"20210061";"909.31";"3"
"20210061";"100";"4"
"20210062";"50";"1"
"20210062";"324.76";"2"
"20210062";"409.31";"3"
"20210062";"50";"4"
"20210063";"100";"1"
"20210063";"139.59";"2"
"20210063";"470";"3"
"20210063";"190";"4"
"20210064";"200";"1"
"20210064";"0";"2"
"20210064";"1370";"3"
"20210064";"50";"4"
"20210065";"170";"1"
"20210065";"258.08";"2"
"20210065";"659.31";"3"
"20210065";"100";"4"
"20210067";"190";"1"
"20210067";"172";"2"
"20210067";"460";"3"
"20210067";"0";"4"
"20210068";"0";"1"
"20210068";"252.16";"2"
"20210068";"420";"3"
"20210068";"0";"4"
"20210069";"50";"1"
"20210069";"543.35";"2"
"20210069";"1026";"3"
"20210069";"50";"4"
"20210070";"50";"1"
"20210070";"231.31";"2"
"20210070";"729.31";"3"
"20210070";"190";"4"
"20210071";"0";"1"
"20210071";"543.35";"2"
"20210071";"1456.55";"3"
"20210071";"50";"4"
"20210072";"150";"1"
"20210072";"372.69";"2"
"20210072";"1218.62";"3"
"20210072";"150";"4"
"20210073";"150";"1"
"20210073";"158.11";"2"
"20210073";"540";"3"
"20210073";"120";"4"
"20210074";"150";"1"
"20210074";"444.1";"2"
"20210074";"877.93";"3"
"20210074";"340";"4"
"20210075";"210";"1"
"20210075";"282.76";"2"
"20210075";"1007.24";"3"
"20210075";"0";"4"
"20210076";"140";"1"
"20210076";"525.77";"2"
"20210076";"887.93";"3"
"20210076";"90";"4"
"20210077";"240";"1"
"20210077";"360.56";"2"
"20210077";"1057.93";"3"
"20210077";"19.31";"4"
"20210078";"340";"1"
"20210078";"178.96";"2"
"20210078";"630";"3"
"20210078";"0";"4"
"20210079";"50";"1"
"20210079";"253.48";"2"
"20210079";"1288.62";"3"
"20210079";"150";"4"
"20210080";"70";"1"
"20210080";"210.28";"2"
"20210080";"859.31";"3"
"20210080";"90";"4"
"20210081";"289.31";"1"
"20210081";"695.07";"2"
"20210081";"778.62";"3"
"20210081";"169.31";"4"
"20210082";"250";"1"
"20210082";"231.31";"2"
"20210082";"510";"3"
"20210082";"0";"4"
"20210083";"150";"1"
"20210083";"119.21";"2"
"20210083";"490";"3"
"20210083";"120";"4"
"20210084";"90";"1"
"20210084";"372.69";"2"
"20210084";"1088.62";"3"
"20210084";"190";"4"
"20210085";"0";"1"
"20210085";"0";"2"
"20210085";"710";"3"
"20210085";"100";"4"
"20210086";"50";"1"
"20210086";"112.1";"2"
"20210086";"560";"3"
"20210086";"100";"4"
"20210087";"0";"1"
"20210087";"253.48";"2"
"20210087";"559.31";"3"
"20210087";"0";"4"
"20210088";"170";"1"
"20210088";"155.6";"2"
"20210088";"440";"3"
"20210088";"100";"4"
"20210089";"330";"1"
"20210089";"392.35";"2"
"20210089";"958.62";"3"
"20210089";"50";"4"
"20210090";"109.31";"1"
"20210090";"372.69";"2"
"20210090";"708.62";"3"
"20210090";"50";"4"
"20210091";"90";"1"
"20210091";"253.48";"2"
"20210091";"1169.31";"3"
"20210091";"50";"4"
"20210092";"50";"1"
"20210092";"394.86";"2"
"20210092";"1267.24";"3"
"20210092";"0";"4"
"20210093";"0";"1"
"20210093";"240.62";"2"
"20210093";"370";"3"
"20210093";"50";"4"
"20210096";"50";"1"
"20210096";"41.41";"2"
"20210096";"1160";"3"
"20210096";"50";"4"
"20210097";"190";"1"
"20210097";"141.38";"2"
"20210097";"509.31";"3"
"20210097";"100";"4"
"20210098";"100";"1"
"20210098";"194.5";"2"
"20210098";"390";"3"
"20210098";"100";"4"
"20210099";"50";"1"
"20210099";"565.77";"2"
"20210099";"1060";"3"
"20210099";"159.31";"4"
"20210100";"199.31";"1"
"20210100";"333.79";"2"
"20210100";"568.62";"3"
"20210100";"200";"4"
"20210102";"69.31";"1"
"20210102";"292.38";"2"
"20210102";"590";"3"
"20210102";"119.31";"4"
"20210103";"120";"1"
"20210103";"235.91";"2"
"20210103";"600";"3"
"20210103";"70";"4"
"20210104";"170";"1"
"20210104";"445.89";"2"
"20210104";"1327.93";"3"
"20210104";"59.31";"4"
"20210105";"280";"1"
"20210105";"221.69";"2"
"20210105";"869.31";"3"
"20210105";"50";"4"
"20210106";"50";"1"
"20210106";"258.07";"2"
"20210106";"489.31";"3"
"20210106";"70";"4"
"20210107";"140";"1"
"20210107";"112.1";"2"
"20210107";"609.31";"3"
"20210107";"140";"4"
"20210108";"0";"1"
"20210108";"280.42";"2"
"20210108";"270";"3"
"20210108";"50";"4"
"20210109";"70";"1"
"20210109";"655.45";"2"
"20210109";"517.24";"3"
"20210109";"119.31";"4"
"20210110";"69.31";"1"
"20210110";"375.2";"2"
"20210110";"739.31";"3"
"20210110";"100";"4"
"20210111";"269.31";"1"
"20210111";"394.86";"2"
"20210111";"1168.62";"3"
"20210111";"120";"4"
"20210112";"50";"1"
"20210112";"363.07";"2"
"20210112";"677.93";"3"
"20210112";"50";"4"
"20210113";"140";"1"
"20210113";"228.8";"2"
"20210113";"660";"3"
"20210113";"0";"4"
"20210114";"280";"1"
"20210114";"194.92";"2"
"20210114";"1109.31";"3"
"20210114";"150";"4"
"20210115";"170";"1"
"20210115";"324.17";"2"
"20210115";"829.31";"3"
"20210115";"0";"4"
"20210116";"209.31";"1"
"20210116";"198.57";"2"
"20210116";"430";"3"
"20210116";"100";"4"
"20210117";"50";"1"
"20210117";"121.72";"2"
"20210117";"620";"3"
"20210117";"190";"4"
"20210118";"120";"1"
"20210118";"311.91";"2"
"20210118";"580";"3"
"20210118";"120";"4"
"20210119";"69.31";"1"
"20210119";"445.89";"2"
"20210119";"1208.62";"3"
"20210119";"50";"4"
"20210120";"50";"1"
"20210120";"210.28";"2"
"20210120";"558.62";"3"
"20210120";"290";"4"
"20210121";"280";"1"
"20210121";"240.92";"2"
"20210121";"750";"3"
"20210121";"150";"4"
"20210122";"0";"1"
"20210122";"71.41";"2"
"20210122";"790";"3"
"20210122";"100";"4"
"20210123";"150";"1"
"20210123";"220.37";"2"
"20210123";"350";"3"
"20210123";"0";"4"
"20210124";"100";"1"
"20210124";"253.48";"2"
"20210124";"1248.62";"3"
"20210124";"150";"4"
"20210125";"100";"1"
"20210125";"352.13";"2"
"20210125";"347.46";"3"
"20210125";"100";"4"
"20210126";"340";"1"
"20210126";"201.28";"2"
"20210126";"609.31";"3"
"20210126";"0";"4"
"20210127";"90";"1"
"20210127";"112.1";"2"
"20210127";"779.31";"3"
"20210127";"50";"4"
"20210128";"100";"1"
"20210128";"217.86";"2"
"20210128";"458.84";"3"
"20210128";"0";"4"
"20210129";"150";"1"
"20210129";"494.83";"2"
"20210129";"1197.24";"3"
"20210129";"0";"4"
"20210130";"140";"1"
"20210130";"322.38";"2"
"20210130";"589.31";"3"
"20210130";"119.31";"4"
"20210131";"50";"1"
"20210131";"253.48";"2"
"20210131";"729.31";"3"
"20210131";"109.31";"4"
"20210132";"90";"1"
"20210132";"70.69";"2"
"20210132";"630";"3"
"20210132";"19.31";"4"
"20210133";"150";"1"
"20210133";"166.81";"2"
"20210133";"760";"3"
"20210133";"150";"4"
"20210134";"90";"1"
"20210134";"282.76";"2"
"20210134";"1377.93";"3"
"20210134";"140";"4"
"20210135";"90";"1"
"20210135";"353.32";"2"
"20210135";"718.15";"3"
"20210135";"120";"4"
"20210136";"50";"1"
"20210136";"148.49";"2"
"20210136";"709.31";"3"
"20210136";"50";"4"
"20210137";"0";"1"
"20210137";"204.54";"2"
"20210137";"660";"3"
"20210137";"50";"4"
"20210139";"70";"1"
"20210139";"181";"2"
"20210139";"1010";"3"
"20210139";"290";"4"
"20210140";"50";"1"
"20210140";"389.69";"2"
"20210140";"968.84";"3"
"20210140";"50";"4"
"20210141";"370";"1"
"20210141";"141.38";"2"
"20210141";"1438.62";"3"
"20210141";"50";"4"
"20210142";"100";"1"
"20210142";"112.1";"2"
"20210142";"759.31";"3"
"20210142";"0";"4"
"20210143";"150";"1"
"20210143";"285.14";"2"
"20210143";"678.84";"3"
"20210143";"100";"4"
"20210144";"0";"1"
"20210144";"212.07";"2"
"20210144";"888.62";"3"
"20210144";"0";"4"
"20210146";"220";"1"
"20210146";"395.58";"2"
"20210146";"539.31";"3"
"20210146";"345";"4"
"20210147";"150";"1"
"20210147";"182.79";"2"
"20210147";"339.31";"3"
"20210147";"90";"4"
"20210148";"70";"1"
"20210148";"189.9";"2"
"20210148";"290";"3"
"20210148";"100";"4"
"20210151";"169.31";"1"
"20210151";"404.48";"2"
"20210151";"1228.62";"3"
"20210151";"119.31";"4"
"20210152";"0";"1"
"20210152";"70.69";"2"
"20210152";"559.31";"3"
"20210152";"0";"4"
"20210153";"100";"1"
"20210153";"148.49";"2"
"20210153";"540";"3"
"20210153";"0";"4"
"20210154";"310";"1"
"20210154";"307.02";"2"
"20210154";"1098.62";"3"
"20210154";"150";"4"
"20210155";"50";"1"
"20210155";"224.2";"2"
"20210155";"690";"3"
"20210155";"210";"4"
"20210166";"100";"1"
"20210166";"519.09";"2"
"20210166";"729.31";"3"
"20210166";"100";"4"
"20210167";"119.31";"1"
"20210167";"477.68";"2"
"20210167";"760";"3"
"20210167";"50";"4"
"20210168";"50";"1"
"20210168";"219.9";"2"
"20210168";"540";"3"
"20210168";"250";"4"
"20210169";"19.31";"1"
"20210169";"336.3";"2"
"20210169";"1268.62";"3"
"20210169";"50";"4"
"20210170";"50";"1"
"20210170";"388.5";"2"
"20210170";"718.62";"3"
"20210170";"280";"4"
"20210171";"150";"1"
"20210171";"499.43";"2"
"20210171";"790";"3"
"20210171";"119.31";"4"
"20210172";"0";"1"
"20210172";"284.2";"2"
"20210172";"709.31";"3"
"20210172";"100";"4"
"20210173";"90";"1"
"20210173";"231.31";"2"
"20210173";"429.31";"3"
"20210173";"250";"4"
"20210174";"140";"1"
"20210174";"192.41";"2"
"20210174";"639.31";"3"
"20210174";"0";"4"
"20210175";"320";"1"
"20210175";"192.41";"2"
"20210175";"369.31";"3"
"20210175";"0";"4"
"20210176";"170";"1"
"20210176";"38.9";"2"
"20210176";"450";"3"
"20210176";"70";"4"
"20210177";"300";"1"
"20210177";"407.71";"2"
"20210177";"919.31";"3"
"20210177";"209.31";"4"
"20210178";"259.31";"1"
"20210178";"505.89";"2"
"20210178";"637.93";"3"
"20210178";"50";"4"
"20210179";"199.31";"1"
"20210179";"631.19";"2"
"20210179";"938.62";"3"
"20210179";"138.62";"4"
"20210180";"100";"1"
"20210180";"151";"2"
"20210180";"670";"3"
"20210180";"50";"4"
"20210181";"50";"1"
"20210181";"0";"2"
"20210181";"600";"3"
"20210181";"80";"4"
"20210182";"19.31";"1"
"20210182";"221.69";"2"
"20210182";"1199.31";"3"
"20210182";"280";"4"
"20210183";"140";"1"
"20210183";"182.79";"2"
"20210183";"1018";"3"
"20210183";"0";"4"
"20210184";"150";"1"
"20210184";"100";"2"
"20210184";"100.69";"3"
"20210184";"620";"4"
"20210185";"100";"1"
"20210185";"121.72";"2"
"20210185";"710";"3"
"20210185";"0";"4"
"20210186";"50";"1"
"20210186";"192.41";"2"
"20210186";"469.31";"3"
"20210186";"50";"4"
"20210187";"50";"1"
"20210187";"294.89";"2"
"20210187";"740";"3"
"20210187";"140";"4"
"20210188";"190";"1"
"20210188";"263.1";"2"
"20210188";"748.59";"3"
"20210188";"19.31";"4"
"20210189";"50";"1"
"20210189";"365.58";"2"
"20210189";"1078.62";"3"
"20210189";"119.31";"4"
"20210190";"50";"1"
"20210190";"436.27";"2"
"20210190";"597.93";"3"
"20210190";"50";"4"
"20210191";"50";"1"
"20210191";"187.39";"2"
"20210191";"440";"3"
"20210191";"100";"4"
"20210192";"170";"1"
"20210192";"354.17";"2"
"20210192";"907.93";"3"
"20210192";"100";"4"
"20210193";"50";"1"
"20210193";"265.61";"2"
"20210193";"698.62";"3"
"20210193";"50";"4"
"20210195";"250";"1"
"20210195";"207.05";"2"
"20210195";"1250";"3"
"20210195";"90";"4"
"20210196";"100";"1"
"20210196";"194.5";"2"
"20210196";"510";"3"
"20210196";"0";"4"
"20210197";"0";"1"
"20210197";"395.58";"2"
"20210197";"1337.24";"3"
"20210197";"0";"4"
"20210198";"50";"1"
"20210198";"103.82";"2"
"20210198";"1140";"3"
"20210198";"0";"4"
"20210199";"100";"1"
"20210199";"141.38";"2"
"20210199";"1139.31";"3"
"20210199";"100";"4"
"20210200";"70";"1"
"20210200";"183.51";"2"
"20210200";"399.31";"3"
"20210200";"100";"4"
"20210201";"150";"1"
"20210201";"119.21";"2"
"20210201";"460";"3"
"20210201";"100";"4"
"20210204";"100";"1"
"20210204";"82.82";"2"
"20210204";"480";"3"
"20210204";"150";"4"
"20210205";"100";"1"
"20210205";"133.1";"2"
"20210205";"669.31";"3"
"20210205";"0";"4"
"20210206";"100";"1"
"20210206";"189.9";"2"
"20210206";"659.31";"3"
"20210206";"0";"4"
"20210207";"90";"1"
"20210207";"433.76";"2"
"20210207";"1078.62";"3"
"20210207";"89.31";"4"
"20210208";"200";"1"
"20210208";"181";"2"
"20210208";"809.31";"3"
"20210208";"70";"4"
"20210209";"0";"1"
"20210209";"448.4";"2"
"20210209";"998.62";"3"
"20210209";"0";"4"
"20210210";"19.31";"1"
"20210210";"182.79";"2"
"20210210";"589.31";"3"
"20210210";"100";"4"
"20210211";"0";"1"
"20210211";"270.67";"2"
"20210211";"511.67";"3"
"20210211";"40";"4"
"20210212";"300";"1"
"20210212";"224.2";"2"
"20210212";"1109.31";"3"
"20210212";"240";"4"
"20210213";"50";"1"
"20210213";"112.1";"2"
"20210213";"590";"3"
"20210213";"50";"4"
"20210214";"0";"1"
"20210214";"294.89";"2"
"20210214";"588.62";"3"
"20210214";"100";"4"
"20210215";"100";"1"
"20210215";"121.72";"2"
"20210215";"570";"3"
"20210215";"80";"4"
"20210216";"50";"1"
"20210216";"80.31";"2"
"20210216";"470";"3"
"20210216";"50";"4"
"20210217";"270";"1"
"20210217";"281.69";"2"
"20210217";"1069.31";"3"
"20210217";"100";"4"
"20210218";"100";"1"
"20210218";"212.07";"2"
"20210218";"827.93";"3"
"20210218";"170";"4"
"20210219";"0";"1"
"20210219";"375.2";"2"
"20210219";"1029.31";"3"
"20210219";"19.31";"4"
"20210220";"90";"1"
"20210220";"448.4";"2"
"20210220";"338.62";"3"
"20210220";"0";"4"
"20210221";"50";"1"
"20210221";"80.31";"2"
"20210221";"900";"3"
"20210221";"0";"4"
"20210222";"159.31";"1"
"20210222";"324.17";"2"
"20210222";"1110";"3"
"20210222";"69.31";"4"
"20210223";"0";"1"
"20210223";"70.69";"2"
"20210223";"199.31";"3"
"20210223";"50";"4"
"20210224";"100";"1"
"20210224";"100.69";"2"
"20210224";"609.31";"3"
"20210224";"100";"4"
"20210225";"150";"1"
"20210225";"228.79";"2"
"20210225";"538.62";"3"
"20210225";"70";"4"
"20210226";"50";"1"
"20210226";"243.44";"2"
"20210226";"540";"3"
"20210226";"50";"4"
"20210227";"150";"1"
"20210227";"294.89";"2"
"20210227";"929.31";"3"
"20210227";"128.62";"4"
"20210228";"50";"1"
"20210228";"407.71";"2"
"20210228";"349.31";"3"
"20210228";"120";"4"
"20220004";"50";"1"
"20220004";"365.1";"2"
"20220004";"1349.31";"3"
"20220004";"50";"4"
"20220005";"0";"1"
"20220005";"212.07";"2"
"20220005";"1220";"3"
"20220005";"0";"4"
"20220006";"69.31";"1"
"20220006";"274.58";"2"
"20220006";"469.31";"3"
"20220006";"50";"4"
"20220007";"140";"1"
"20220007";"124.23";"2"
"20220007";"430";"3"
"20220007";"50";"4"
"20220008";"0";"1"
"20220008";"77.8";"2"
"20220008";"790";"3"
"20220008";"120";"4"
"20220009";"0";"1"
"20220009";"253.48";"2"
"20220009";"1168.62";"3"
"20220009";"190";"4"
"20220010";"140";"1"
"20220010";"70.69";"2"
"20220010";"119.31";"3"
"20220010";"50";"4"
"20220011";"190";"1"
"20220011";"487.3";"2"
"20220011";"807.93";"3"
"20220011";"100";"4"
"20220012";"50";"1"
"20220012";"182.79";"2"
"20220012";"658.62";"3"
"20220012";"0";"4"
"20220013";"120";"1"
"20220013";"160.62";"2"
"20220013";"660";"3"
"20220013";"50";"4"
"20220014";"210";"1"
"20220014";"182.79";"2"
"20220014";"1198.62";"3"
"20220014";"150";"4"
"20220015";"90";"1"
"20220015";"236.33";"2"
"20220015";"1190";"3"
"20220015";"100";"4"
"20220016";"0";"1"
"20220016";"378.43";"2"
"20220016";"608.62";"3"
"20220016";"0";"4"
"20220017";"50";"1"
"20220017";"224.2";"2"
"20220017";"558.62";"3"
"20220017";"0";"4"
"20220018";"90";"1"
"20220018";"112.1";"2"
"20220018";"730";"3"
"20220018";"69.3";"4"
"20220019";"420";"1"
"20220019";"398.71";"2"
"20220019";"858.62";"3"
"20220019";"0";"4"
"20220020";"90";"1"
"20220020";"265.61";"2"
"20220020";"770";"3"
"20220020";"50";"4"
"20220021";"230";"1"
"20220021";"87.41";"2"
"20220021";"980";"3"
"20220021";"200";"4"
"20220022";"100";"1"
"20220022";"253.48";"2"
"20220022";"1059.31";"3"
"20220022";"50";"4"
"20220023";"120";"1"
"20220023";"208.39";"2"
"20220023";"380";"3"
"20220023";"100";"4"
"20220024";"100";"1"
"20220024";"236.33";"2"
"20220024";"900";"3"
"20220024";"90";"4"
"20220025";"360";"1"
"20220025";"182.79";"2"
"20220025";"690";"3"
"20220025";"219.31";"4"
"20220026";"90";"1"
"20220026";"194.92";"2"
"20220026";"540";"3"
"20220026";"50";"4"
"20220027";"150";"1"
"20220027";"294.89";"2"
"20220027";"1038.62";"3"
"20220027";"140";"4"
"20220028";"0";"1"
"20220028";"82.82";"2"
"20220028";"660";"3"
"20220028";"150";"4"
"20220029";"230";"1"
"20220029";"253.48";"2"
"20220029";"977.93";"3"
"20220029";"100";"4"
"20220030";"50";"1"
"20220030";"182.79";"2"
"20220030";"609.31";"3"
"20220030";"90";"4"
"20220031";"140";"1"
"20220031";"248.46";"2"
"20220031";"1120";"3"
"20220031";"50";"4"
"20220032";"90";"1"
"20220032";"275.23";"2"
"20220032";"1050";"3"
"20220032";"90";"4"
"20220033";"170";"1"
"20220033";"112.1";"2"
"20220033";"559.31";"3"
"20220033";"50";"4"
"20220034";"190";"1"
"20220034";"307.02";"2"
"20220034";"669.31";"3"
"20220034";"50";"4"
"20220035";"100";"1"
"20220035";"212.79";"2"
"20220035";"870";"3"
"20220035";"50";"4"
"20220036";"0";"1"
"20220036";"448.4";"2"
"20220036";"1158.62";"3"
"20220036";"69.31";"4"
"20220037";"370";"1"
"20220037";"182.79";"2"
"20220037";"770";"3"
"20220037";"130";"4"
"20220038";"290";"1"
"20220038";"38.9";"2"
"20220038";"390";"3"
"20220038";"0";"4"
"20220039";"100";"1"
"20220039";"224.92";"2"
"20220039";"900";"3"
"20220039";"150";"4"
"20220041";"100";"1"
"20220041";"377.71";"2"
"20220041";"910";"3"
"20220041";"90";"4"
"20220042";"169.31";"1"
"20220042";"141.38";"2"
"20220042";"650";"3"
"20220042";"100";"4"
"20220043";"160";"1"
"20220043";"266.33";"2"
"20220043";"420";"3"
"20220043";"0";"4"
"20220044";"100";"1"
"20220044";"265.61";"2"
"20220044";"918.62";"3"
"20220044";"150";"4"
"20220045";"100";"1"
"20220045";"265.61";"2"
"20220045";"1128.62";"3"
"20220045";"100";"4"
"20220046";"140";"1"
"20220046";"70.69";"2"
"20220046";"529.31";"3"
"20220046";"100";"4"
"20220047";"100";"1"
"20220047";"265.61";"2"
"20220047";"520";"3"
"20220047";"88.62";"4"
"20220048";"100";"1"
"20220048";"158.11";"2"
"20220048";"570";"3"
"20220048";"0";"4"
"20220049";"100";"1"
"20220049";"112.1";"2"
"20220049";"560";"3"
"20220049";"50";"4"
"20220051";"190";"1"
"20220051";"436.27";"2"
"20220051";"1107.24";"3"
"20220051";"0";"4"
"20220052";"50";"1"
"20220052";"0";"2"
"20220052";"790";"3"
"20220052";"100";"4"
"20220053";"90";"1"
"20220053";"426.82";"2"
"20220053";"708.62";"3"
"20220053";"0";"4"
"20220054";"50";"1"
"20220054";"90";"2"
"20220054";"389.48";"3"
"20220054";"298.62";"4"
"20220056";"90";"1"
"20220056";"224.2";"2"
"20220056";"699.31";"3"
"20220056";"50";"4"
"20220057";"0";"1"
"20220057";"253.48";"2"
"20220057";"747.41";"3"
"20220057";"0";"4"
"20220058";"50";"1"
"20220058";"278.8";"2"
"20220058";"439.31";"3"
"20220058";"50";"4"
"20220059";"0";"1"
"20220059";"389.84";"2"
"20220059";"1228.62";"3"
"20220059";"0";"4"
"20220060";"50";"1"
"20220060";"460.53";"2"
"20220060";"457.93";"3"
"20220060";"0";"4"
"20220063";"50";"1"
"20220063";"119.21";"2"
"20220063";"340";"3"
"20220063";"285";"4"
"20220064";"230";"1"
"20220064";"519.09";"2"
"20220064";"838.62";"3"
"20220064";"140";"4"
"20220065";"249.31";"1"
"20220065";"324.17";"2"
"20220065";"768.62";"3"
"20220065";"100";"4"
"20220066";"50";"1"
"20220066";"194.92";"2"
"20220066";"629.31";"3"
"20220066";"150";"4"
"20220067";"0";"1"
"20220067";"158.1";"2"
"20220067";"540";"3"
"20220067";"150";"4"
"20220068";"70";"1"
"20220068";"82.82";"2"
"20220068";"700";"3"
"20220068";"0";"4"
"20220069";"170";"1"
"20220069";"194.92";"2"
"20220069";"920";"3"
"20220069";"100";"4"
"20220070";"50";"1"
"20220070";"236.33";"2"
"20220070";"779.11";"3"
"20220070";"0";"4"
"20220071";"100";"1"
"20220071";"265.61";"2"
"20220071";"1259.31";"3"
"20220071";"190";"4"
"20220072";"50";"1"
"20220072";"70.69";"2"
"20220072";"959.31";"3"
"20220072";"0";"4"
"20220073";"150";"1"
"20220073";"243.44";"2"
"20220073";"700";"3"
"20220073";"0";"4"
"20220074";"0";"1"
"20220074";"377.71";"2"
"20220074";"1187.93";"3"
"20220074";"100";"4"
"20220075";"190";"1"
"20220075";"112.1";"2"
"20220075";"1199.31";"3"
"20220075";"150";"4"
"20220077";"140";"1"
"20220077";"154.23";"2"
"20220077";"960";"3"
"20220077";"100";"4"
"20220078";"250";"1"
"20220078";"0";"2"
"20220078";"860";"3"
"20220078";"70";"4"
"20220079";"140";"1"
"20220079";"477.38";"2"
"20220079";"879.31";"3"
"20220079";"208.62";"4"
"20220080";"150";"1"
"20220080";"124.23";"2"
"20220080";"950";"3"
"20220080";"0";"4"
"20220081";"0";"1"
"20220081";"194.92";"2"
"20220081";"1159.31";"3"
"20220081";"210";"4"
"20220082";"0";"1"
"20220082";"389.84";"2"
"20220082";"760";"3"
"20220082";"240";"4"
"20220083";"220";"1"
"20220083";"272.72";"2"
"20220083";"310";"3"
"20220083";"190";"4"
"20220084";"100";"1"
"20220084";"224.2";"2"
"20220084";"1010";"3"
"20220084";"100";"4"
"20220085";"240";"1"
"20220085";"165.64";"2"
"20220085";"940";"3"
"20220085";"0";"4"
"20220087";"100";"1"
"20220087";"0";"2"
"20220087";"590";"3"
"20220087";"50";"4"
"20220088";"100";"1"
"20220088";"197.01";"2"
"20220088";"490";"3"
"20220088";"50";"4"
"20220089";"190";"1"
"20220089";"112.1";"2"
"20220089";"889.31";"3"
"20220089";"260";"4"
"20220090";"320";"1"
"20220090";"70.69";"2"
"20220090";"680";"3"
"20220090";"80";"4"
"20220091";"280";"1"
"20220091";"324.17";"2"
"20220091";"1058.62";"3"
"20220091";"100";"4"
"20220092";"0";"1"
"20220092";"41.41";"2"
"20220092";"630";"3"
"20220092";"50";"4"
"20220093";"330";"1"
"20220093";"77.8";"2"
"20220093";"510";"3"
"20220093";"50";"4"
"20220094";"100";"1"
"20220094";"319.15";"2"
"20220094";"1080";"3"
"20220094";"50";"4"
"20220095";"230";"1"
"20220095";"311.61";"2"
"20220095";"949.31";"3"
"20220095";"50";"4"
"20220096";"50";"1"
"20220096";"112.1";"2"
"20220096";"609.31";"3"
"20220096";"0";"4"
"20220097";"0";"1"
"20220097";"153.51";"2"
"20220097";"409.31";"3"
"20220097";"120";"4"
"20220098";"100";"1"
"20220098";"119.21";"2"
"20220098";"450";"3"
"20220098";"150";"4"
"20220099";"330";"1"
"20220099";"232.79";"2"
"20220099";"849.31";"3"
"20220099";"70";"4"
"20220100";"50";"1"
"20220100";"165.64";"2"
"20220100";"810";"3"
"20220100";"220";"4"
"20220101";"280";"1"
"20220101";"224.2";"2"
"20220101";"549.31";"3"
"20220101";"200";"4"
"20220102";"0";"1"
"20220102";"182.79";"2"
"20220102";"489.31";"3"
"20220102";"240";"4"
"20220103";"170";"1"
"20220103";"192.41";"2"
"20220103";"589.31";"3"
"20220103";"80";"4"
"20220112";"100";"1"
"20220112";"0";"2"
"20220112";"350";"3"
"20220112";"70";"4"
"20220113";"300";"1"
"20220113";"0";"2"
"20220113";"1140";"3"
"20220113";"170";"4"
"20220114";"90";"1"
"20220114";"0";"2"
"20220114";"880";"3"
"20220114";"0";"4"
"20220115";"90";"1"
"20220115";"142.1";"2"
"20220115";"629.31";"3"
"20220115";"90";"4"
"20220116";"159.31";"1"
"20220116";"348.43";"2"
"20220116";"359.31";"3"
"20220116";"0";"4"
"20220117";"200";"1"
"20220117";"80.31";"2"
"20220117";"440";"3"
"20220117";"100";"4"
"20220118";"150";"1"
"20220118";"412.3";"2"
"20220118";"699.31";"3"
"20220118";"119.31";"4"
"20220119";"100";"1"
"20220119";"70.69";"2"
"20220119";"829.31";"3"
"20220119";"100";"4"
"20220120";"50";"1"
"20220120";"324.17";"2"
"20220120";"1067.93";"3"
"20220120";"270";"4"
"20220121";"0";"1"
"20220121";"98.92";"2"
